,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
05/11/1985,339100,86.1,394000,390250,2466000,96,2569000,2574250,2.7,2.8,90392838
05/18/1985,324900,83,391000,390250,2374000,93.2,2547000,2565000,2.6,2.8,90392838
05/25/1985,328500,83,396000,392750,2247000,88.3,2545000,2560750,2.5,2.8,90392838
06/01/1985,293500,74.7,393000,393500,2402000,92.7,2591000,2563000,2.7,2.9,90392838
06/08/1985,368900,91.6,403000,395750,2320000,90.5,2564000,2561750,2.6,2.8,90392838
06/15/1985,339200,86.9,390000,395500,2320000,91,2549000,2562250,2.6,2.8,90392838
06/22/1985,339500,87.9,386000,393000,2300000,90.2,2550000,2563500,2.5,2.8,90392838
06/29/1985,349800,89.6,390000,392250,2167000,86.5,2505000,2542000,2.4,2.8,90392838
07/06/1985,409500,103.8,395000,390250,2533000,97.1,2609000,2553250,2.8,2.9,91399648
07/13/1985,481500,124.6,386000,389250,2514000,99.8,2519000,2545750,2.8,2.8,91399648
07/20/1985,413700,111.9,370000,385250,2424000,96.2,2520000,2538250,2.7,2.8,91399648
07/27/1985,358700,99.2,362000,378250,2388000,94.7,2522000,2542500,2.6,2.8,91399648
08/03/1985,365800,89.8,407000,381250,2390000,94.9,2518000,2519750,2.6,2.8,91399648
08/10/1985,358200,89.2,402000,385250,2373000,92.5,2565000,2531250,2.6,2.8,91399648
08/17/1985,319400,80.1,399000,392500,2335000,90.7,2574000,2544750,2.6,2.8,91399648
08/24/1985,314800,77.7,405000,403250,2287000,89.3,2561000,2554500,2.5,2.8,91399648
08/31/1985,317600,77.7,409000,403750,2133000,82.2,2595000,2573750,2.3,2.8,91399648
09/07/1985,304700,71.6,426000,409750,2251000,86.7,2596000,2581500,2.5,2.8,91399648
09/14/1985,332900,81.6,408000,412000,2160000,83.4,2590000,2585500,2.4,2.8,91399648
09/21/1985,317600,79.3,401000,411000,2061000,82,2513000,2573500,2.3,2.7,91399648
09/28/1985,301600,75.6,399000,408500,2096000,79.9,2623000,2580500,2.3,2.9,91399648
10/05/1985,355600,87.9,405000,403250,2086000,78.5,2657000,2595750,2.3,2.9,92216215
10/12/1985,358000,89.4,400000,401250,2058000,80.1,2569000,2590500,2.2,2.8,92216215
10/19/1985,331000,82.8,400000,401000,2197000,83.1,2644000,2623250,2.4,2.9,92216215
10/26/1985,375700,89.8,418000,405750,2195000,82.6,2657000,2631750,2.4,2.9,92216215
11/02/1985,375300,94.2,398000,404000,2229000,83.4,2673000,2635750,2.4,2.9,92216215
11/09/1985,404100,101.8,397000,403250,2202000,84.3,2612000,2646500,2.4,2.8,92216215
11/16/1985,380300,95.7,397000,402500,2401000,91.7,2618000,2640000,2.6,2.8,92216215
11/23/1985,423100,110.8,382000,393500,2182000,84.4,2585000,2622000,2.4,2.8,92216215
11/30/1985,384700,97.9,393000,392250,2791000,105.8,2638000,2613250,3,2.9,92216215
12/07/1985,504200,126.4,399000,392750,2700000,98.4,2744000,2646250,2.9,3,92216215
12/14/1985,443400,116.1,382000,389000,2750000,102.6,2680000,2661750,3,2.9,92216215
12/21/1985,458200,124,370000,386000,2426000,95.4,2543000,2651250,2.6,2.8,92216215
12/28/1985,548200,140.5,390000,385250,2991000,114.7,2608000,2643750,3.2,2.8,92216215
01/04/1986,547500,151.1,362000,376000,3583000,133,2694000,2631250,3.9,2.9,92894125
01/11/1986,803900,202.5,397000,379750,3359000,127.4,2636000,2620250,3.6,2.8,92894125
01/18/1986,568800,156.2,364000,378250,3108000,123.5,2516000,2613500,3.3,2.7,92894125
01/25/1986,395700,115.2,344000,366750,3215000,125.1,2570000,2604000,3.5,2.8,92894125
02/01/1986,425400,116.9,364000,367250,3171000,125.3,2531000,2563250,3.4,2.7,92894125
02/08/1986,438100,119.8,366000,359500,3119000,122.4,2548000,2541250,3.4,2.7,92894125
02/15/1986,374200,104.6,358000,358000,3156000,122.8,2569000,2554500,3.4,2.8,92894125
02/22/1986,382200,98,390000,369500,3294000,125.5,2626000,2568500,3.5,2.8,92894125
03/01/1986,381200,101.8,375000,372250,3206000,124.7,2570000,2578250,3.5,2.8,92894125
03/08/1986,371700,101.5,366000,372250,3145000,120.8,2603000,2592000,3.4,2.8,92894125
03/15/1986,361600,94.7,382000,378250,3109000,120.1,2589000,2597000,3.3,2.8,92894125
03/22/1986,363100,93.8,387000,377500,2996000,115.6,2592000,2588500,3.2,2.8,92894125
03/29/1986,333300,84.1,396000,382750,2982000,114.1,2614000,2599500,3.2,2.8,92894125
04/05/1986,366100,96.1,381000,386500,2842000,108.3,2625000,2605000,3,2.8,93467494
04/12/1986,386100,99.4,388000,388000,2773000,107.9,2570000,2600250,3,2.7,93467494
04/19/1986,348700,91,383000,387000,2687000,102.8,2613000,2605500,2.9,2.8,93467494
04/26/1986,335100,85.7,391000,385750,2655000,101.1,2627000,2608750,2.8,2.8,93467494
05/03/1986,333600,85.1,392000,388500,2566000,96.1,2670000,2620000,2.7,2.9,93467494
05/10/1986,343800,87,395000,390250,2558000,95.8,2670000,2645000,2.7,2.9,93467494
05/17/1986,319000,83.2,384000,390500,2499000,93.6,2669000,2659000,2.7,2.9,93467494
05/24/1986,321700,83.3,386000,389250,2335000,88.5,2638000,2661750,2.5,2.8,93467494
05/31/1986,278700,74.6,373000,384500,2490000,92,2708000,2671250,2.7,2.9,93467494
06/07/1986,342200,91.3,375000,379500,2407000,90.7,2653000,2667000,2.6,2.8,93467494
06/14/1986,324700,88.1,369000,375750,2410000,91.1,2644000,2660750,2.6,2.8,93467494
06/21/1986,327400,89.1,367000,371000,2380000,90.2,2637000,2660500,2.5,2.8,93467494
06/28/1986,336100,90.5,371000,370500,2282000,87.6,2606000,2635000,2.4,2.8,93467494
07/05/1986,377400,101.9,371000,369500,2567000,96.2,2669000,2639000,2.7,2.8,94054619
07/12/1986,456200,126.3,361000,367500,2589000,101.4,2552000,2616000,2.8,2.7,94054619
07/19/1986,402400,113.8,354000,364250,2527000,97.5,2593000,2605000,2.7,2.8,94054619
07/26/1986,370700,102.5,362000,362000,2509000,95.8,2618000,2608000,2.7,2.8,94054619
08/02/1986,370900,89.2,416000,373250,2477000,95.9,2583000,2586500,2.6,2.7,94054619
08/09/1986,376900,90.5,416000,387000,2499000,93,2686000,2620000,2.7,2.9,94054619
08/16/1986,326000,80.2,407000,400250,2435000,91.6,2658000,2636250,2.6,2.8,94054619
08/23/1986,310200,78.2,397000,409000,2404000,89.5,2687000,2653500,2.6,2.9,94054619
08/30/1986,307100,76.6,401000,405250,2215000,83.1,2664000,2673750,2.4,2.8,94054619
09/06/1986,283700,70.9,400000,401250,2379000,86.3,2756000,2691250,2.5,2.9,94054619
09/13/1986,320800,81.5,394000,398000,2250000,84.2,2671000,2694500,2.4,2.8,94054619
09/20/1986,315800,79.2,399000,398500,2219000,82.1,2703000,2698500,2.4,2.9,94054619
09/27/1986,294200,75.5,389000,395500,2161000,80.1,2698000,2707000,2.3,2.9,94054619
10/04/1986,328900,84.2,391000,393250,2192000,78.9,2780000,2713000,2.3,2.9,94591405
10/11/1986,357700,92.4,387000,391500,2114000,79.3,2665000,2711500,2.2,2.8,94591405
10/18/1986,313000,81.2,385000,388000,2274000,83.5,2723000,2716500,2.4,2.9,94591405
10/25/1986,332400,89.8,370000,383250,2223000,82.1,2707000,2718750,2.4,2.9,94591405
11/01/1986,334100,91.9,364000,376500,2213000,83.6,2646000,2685250,2.3,2.8,94591405
11/08/1986,357600,102.4,349000,367000,2180000,83.4,2614000,2672500,2.3,2.8,94591405
11/15/1986,347400,94.4,368000,362750,2435000,91.8,2653000,2655000,2.6,2.8,94591405
11/22/1986,410600,111.3,369000,362500,2134000,83.5,2555000,2617000,2.3,2.7,94591405
11/29/1986,350900,95.8,366000,363000,2760000,102.8,2686000,2627000,2.9,2.8,94591405
12/06/1986,462700,127.6,363000,366500,2575000,97.8,2634000,2632000,2.7,2.8,94591405
12/13/1986,438600,116.9,375000,368250,2668000,103.2,2587000,2615500,2.8,2.7,94591405
12/20/1986,423800,120.9,350000,363500,2395000,95.8,2499000,2601500,2.5,2.6,94591405
12/27/1986,483900,140.1,345000,358250,2860000,111.5,2565000,2571250,3,2.7,94591405
01/03/1987,483977,149.8,323000,348250,3442272,132.9,2590000,2560250,3.6,2.7,95039435
01/10/1987,710493,204,348000,341500,3206583,127.9,2508000,2540500,3.4,2.6,95039435
01/17/1987,545768,160,341000,339250,3035767,124.3,2443000,2526500,3.2,2.6,95039435
01/24/1987,412977,119.4,346000,339500,3155009,125.9,2506000,2511750,3.3,2.6,95039435
01/31/1987,435743,117.7,370000,351250,3172800,126.2,2515000,2493000,3.3,2.6,95039435
02/07/1987,444240,120.7,368000,356250,3052914,122.3,2496000,2490000,3.2,2.6,95039435
02/14/1987,359219,106.3,338000,355500,3014248,123,2451000,2492000,3.2,2.6,95039435
02/21/1987,332930,97.6,341000,354250,3117138,125.6,2481000,2485750,3.3,2.6,95039435
02/28/1987,355357,102.2,348000,348750,3080711,125.3,2460000,2472000,3.2,2.6,95039435
03/07/1987,343065,101.9,337000,341000,2972372,121,2456000,2462000,3.1,2.6,95039435
03/14/1987,321153,95.8,335000,340250,2952777,120.5,2450000,2461750,3.1,2.6,95039435
03/21/1987,313104,93.5,335000,338750,2787938,116.1,2401000,2441750,2.9,2.5,95039435
03/28/1987,288648,88.4,326000,333250,2753035,114.2,2410000,2429250,2.9,2.5,95039435
04/04/1987,308940,93.7,330000,331500,2706033,109,2482000,2435750,2.8,2.6,95547225
04/11/1987,344364,101.8,338000,332250,2556723,108.1,2366000,2414750,2.7,2.5,95547225
04/18/1987,305201,87.6,349000,335750,2495372,103.5,2410000,2417000,2.6,2.5,95547225
04/25/1987,285566,87,328000,336250,2416853,101.3,2386000,2411000,2.5,2.5,95547225
05/02/1987,277726,84.2,330000,336250,2219934,96.4,2302000,2366000,2.3,2.4,95547225
05/09/1987,276773,87.8,315000,330500,2243705,95.6,2347000,2361250,2.3,2.5,95547225
05/16/1987,283832,83.3,341000,328500,2184589,93.9,2326000,2340250,2.3,2.4,95547225
05/23/1987,286150,83.4,343000,332250,2027017,89.1,2275000,2312500,2.1,2.4,95547225
05/30/1987,242793,74.6,326000,331250,2153810,90.9,2370000,2329500,2.3,2.5,95547225
06/06/1987,299672,91.5,328000,334500,2059043,91.1,2259000,2307500,2.2,2.4,95547225
06/13/1987,281043,89,316000,328250,2074243,91.1,2278000,2295500,2.2,2.4,95547225
06/20/1987,285191,89.3,319000,322250,2035040,90.1,2258000,2291250,2.1,2.4,95547225
06/27/1987,294288,90.4,326000,322250,2038923,87.9,2321000,2279000,2.1,2.4,95547225
07/04/1987,321855,98.8,326000,321750,2058398,94.7,2173000,2257500,2.1,2.3,95972522
07/11/1987,402706,127,317000,322000,2198385,102,2155000,2226750,2.3,2.2,95972522
07/18/1987,361491,116.6,310000,319750,2172113,98.2,2211000,2215000,2.3,2.3,95972522
07/25/1987,339756,104.9,324000,319250,2157950,96.1,2247000,2196500,2.2,2.3,95972522
08/01/1987,309433,88.9,348000,324750,2144893,96.1,2232000,2211250,2.2,2.3,95972522
08/08/1987,296403,90.6,327000,327250,2105874,93.1,2263000,2238250,2.2,2.4,95972522
08/15/1987,256647,80.4,319000,329500,2020505,92.1,2194000,2234000,2.1,2.3,95972522
08/22/1987,245058,78.5,312000,326500,1955716,89.3,2190000,2219750,2,2.3,95972522
08/29/1987,243829,75.7,322000,320000,1899197,87.1,2179000,2206500,2,2.3,95972522
09/05/1987,255589,80.9,316000,317250,1748252,82.3,2125000,2172000,1.8,2.2,95972522
09/12/1987,210375,70.9,297000,311750,1846397,85,2172000,2166500,1.9,2.3,95972522
09/19/1987,243651,78.9,309000,311000,1923706,81.8,2351000,2206750,2,2.4,95972522
09/26/1987,242206,76.5,317000,309750,1717452,80.3,2139000,2196750,1.8,2.2,95972522
10/03/1987,244736,81.3,301000,306000,1694732,78.8,2151000,2203250,1.8,2.2,96540548
10/10/1987,291075,94.5,308000,308750,1647486,78.4,2101000,2185500,1.7,2.2,96540548
10/17/1987,242157,80.3,301000,306750,1725790,83.2,2074000,2116250,1.8,2.1,96540548
10/24/1987,271190,90,301000,302750,1600532,81.4,1966000,2073000,1.7,2,96540548
10/31/1987,261036,90.4,289000,299750,1622425,83.5,1942000,2020750,1.7,2,96540548
11/07/1987,306340,103.2,297000,297000,1690217,82.3,2054000,2009000,1.8,2.1,96540548
11/14/1987,286334,93.1,307000,298500,1922996,91.2,2109000,2017750,2,2.2,96540548
11/21/1987,354037,111.8,317000,302500,1704088,82.6,2064000,2042250,1.8,2.1,96540548
11/28/1987,288614,94.2,306000,306750,2160016,102.7,2102000,2082250,2.2,2.2,96540548
12/05/1987,412297,129.2,319000,312250,2067371,97.3,2125000,2100000,2.1,2.2,96540548
12/12/1987,372869,117.6,317000,314750,2151855,102.8,2092000,2095750,2.2,2.2,96540548
12/19/1987,384763,119.2,323000,316250,2037301,96.7,2105000,2106000,2.1,2.2,96540548
12/26/1987,397287,125.9,316000,318750,2305276,107.7,2140000,2115500,2.4,2.2,96540548
01/02/1988,465503,147.6,315000,317750,2756429,131.5,2096000,2108250,2.8,2.2,97293114
01/09/1988,654620,201.7,325000,319750,2864655,128.4,2231000,2143000,2.9,2.3,97293114
01/16/1988,577975,160.2,361000,329250,2708739,123.9,2186000,2163250,2.8,2.2,97293114
01/23/1988,412685,123.2,335000,334000,2840751,128.3,2214000,2181750,2.9,2.3,97293114
01/30/1988,394776,115.5,342000,340750,2784072,125.8,2213000,2211000,2.9,2.3,97293114
02/06/1988,380906,119.6,318000,339000,2683789,123.1,2180000,2198250,2.8,2.2,97293114
02/13/1988,334833,107.5,311000,326500,2666899,122.1,2184000,2197750,2.7,2.2,97293114
02/20/1988,315497,96.6,327000,324500,2647089,126.6,2091000,2167000,2.7,2.1,97293114
02/27/1988,324517,101.7,319000,318750,2670581,126.5,2111000,2141500,2.7,2.2,97293114
03/05/1988,312409,101.7,307000,316000,2630634,122.5,2147000,2133250,2.7,2.2,97293114
03/12/1988,294321,96.8,304000,314250,2572940,121.8,2112000,2115250,2.6,2.2,97293114
03/19/1988,275545,89.7,307000,309250,2475333,117.2,2112000,2120500,2.5,2.2,97293114
03/26/1988,269000,88.6,304000,305500,2390779,115.1,2077000,2112000,2.5,2.1,97293114
04/02/1988,256607,83,309000,306000,2302715,110.4,2086000,2096750,2.4,2.1,97951148
04/09/1988,319713,102.1,313000,308250,2269936,107.9,2104000,2094750,2.3,2.1,97951148
04/16/1988,273160,86.9,314000,310000,2182318,105.3,2072000,2084750,2.2,2.1,97951148
04/23/1988,272440,87.2,312000,312000,2087324,101,2067000,2082250,2.1,2.1,97951148
04/30/1988,247619,79.1,313000,313000,2028769,97.7,2077000,2080000,2.1,2.1,97951148
05/07/1988,267315,86.4,309000,312000,1966276,95.5,2059000,2068750,2,2.1,97951148
05/14/1988,257101,81.8,314000,312000,1956522,94.6,2068000,2067750,2,2.1,97951148
05/21/1988,259640,81.3,319000,313750,1891634,90.1,2099000,2075750,1.9,2.1,97951148
05/28/1988,255852,81.7,313000,313750,1805333,88.3,2045000,2067750,1.8,2.1,97951148
06/04/1988,235308,75.9,310000,314000,1876581,92,2040000,2063000,1.9,2.1,97951148
06/11/1988,268052,88,305000,311750,1852857,89.6,2068000,2063000,1.9,2.1,97951148
06/18/1988,264100,85,311000,309750,1816465,89.3,2034000,2046750,1.9,2.1,97951148
06/25/1988,268770,87.5,307000,308250,1833537,90.3,2030000,2043000,1.9,2.1,97951148
07/02/1988,290079,95,305000,307000,1755810,86.3,2035000,2041750,1.8,2.1,98756733
07/09/1988,335780,110.7,303000,306500,2032911,100.3,2027000,2031500,2.1,2.1,98756733
07/16/1988,377872,119.8,315000,307500,2021261,97.5,2073000,2041250,2,2.1,98756733
07/23/1988,384920,108.8,354000,319250,1977197,94.9,2083000,2054500,2,2.1,98756733
07/30/1988,311475,94.1,331000,325750,2008522,95.3,2108000,2072750,2,2.1,98756733
08/06/1988,293718,92.9,316000,329000,1961995,93.4,2101000,2091250,2,2.1,98756733
08/13/1988,261066,83.6,312000,328250,1910379,92.3,2070000,2090500,1.9,2.1,98756733
08/20/1988,253359,80.1,316000,318750,1859852,88.6,2099000,2094500,1.9,2.1,98756733
08/27/1988,241809,76.8,315000,314750,1840361,88.4,2082000,2088000,1.9,2.1,98756733
09/03/1988,243944,79.7,306000,312250,1691617,80.9,2091000,2085500,1.7,2.1,98756733
09/10/1988,220226,72.2,305000,310500,1784231,86.9,2053000,2081250,1.8,2.1,98756733
09/17/1988,247250,80.8,306000,308000,1701348,80.8,2106000,2083000,1.7,2.1,98756733
09/24/1988,236230,78.6,301000,304500,1668900,81.3,2053000,2075750,1.7,2.1,98756733
10/01/1988,226453,77.5,292000,301000,1612412,79,2041000,2063250,1.6,2,99561968
10/08/1988,276732,94.7,292000,297750,1556889,77.2,2017000,2054250,1.6,2,99561968
10/15/1988,237722,81.2,293000,294500,1678716,84.2,1994000,2026250,1.7,2,99561968
10/22/1988,264201,92.3,286000,290750,1632845,81.2,2011000,2015750,1.6,2,99561968
10/29/1988,265794,90.3,294000,291250,1724571,85.6,2015000,2009250,1.7,2,99561968
11/05/1988,293412,102.9,285000,289500,1542684,81.3,1898000,1979500,1.5,1.9,99561968
11/12/1988,257201,90.7,284000,287250,1854545,92.2,2011000,1983750,1.9,2,99561968
11/19/1988,335818,114.3,294000,289250,1594634,80.5,1981000,1976250,1.6,2,99561968
11/26/1988,281841,94.3,299000,290500,2111695,104.4,2023000,1978250,2.1,2,99561968
12/03/1988,391406,131.5,298000,293750,1965981,98,2006000,2005250,2,2,99561968
12/10/1988,354028,124.2,285000,294000,2055052,102.1,2013000,2005750,2.1,2,99561968
12/17/1988,354768,121.2,293000,293750,2059991,100.3,2054000,2024000,2.1,2.1,99561968
12/24/1988,413175,144.4,286000,290500,2075559,100.7,2061000,2033500,2.1,2.1,99561968
12/31/1988,474226,156.2,304000,292000,2473167,118.2,2092000,2055000,2.5,2.1,99561968
01/07/1989,544138,182,299000,295500,2707199,131.7,2056000,2065750,2.7,2.1,100284930
01/14/1989,519727,183.4,283000,293000,2554884,123.5,2069000,2069500,2.5,2.1,100284930
01/21/1989,364499,129.1,282000,292000,2660091,129.9,2048000,2066250,2.7,2,100284930
01/28/1989,361331,122.5,295000,289750,2597551,125.4,2071000,2061000,2.6,2.1,100284930
02/04/1989,340647,118.3,288000,287000,2569194,123.9,2074000,2065500,2.6,2.1,100284930
02/11/1989,365301,113.5,322000,296750,2647533,125.9,2103000,2074000,2.6,2.1,100284930
02/18/1989,317676,104,305000,302500,2577799,122.1,2111000,2089750,2.6,2.1,100284930
02/25/1989,288690,96.2,300000,303750,2732331,126.1,2167000,2113750,2.7,2.2,100284930
03/04/1989,333669,102.7,325000,313000,2612415,123.8,2110000,2122750,2.6,2.1,100284930
03/11/1989,325019,100,325000,313750,2634121,121.8,2163000,2137750,2.6,2.2,100284930
03/18/1989,291112,91.4,319000,317250,2501793,118.7,2108000,2137000,2.5,2.1,100284930
03/25/1989,276369,86.7,319000,322000,2477317,115.5,2145000,2131500,2.5,2.1,100284930
04/01/1989,275799,85.4,323000,321500,2375439,112.2,2117000,2133250,2.3,2.1,101212952
04/08/1989,321723,102.6,314000,318750,2281715,107.8,2117000,2121750,2.3,2.1,101212952
04/15/1989,275240,89.8,307000,315750,2238769,107,2092000,2117750,2.2,2.1,101212952
04/22/1989,271002,89.2,304000,312000,2135792,101.5,2104000,2107500,2.1,2.1,101212952
04/29/1989,247646,79.7,311000,309000,2047774,99.2,2064000,2094250,2,2,101212952
05/06/1989,275425,86.1,320000,310500,1995218,95.5,2089000,2087250,2,2.1,101212952
05/13/1989,275507,83.1,332000,316750,2045661,95.4,2144000,2100250,2,2.1,101212952
05/20/1989,260543,81.2,321000,321000,1907797,91.5,2085000,2095500,1.9,2.1,101212952
05/27/1989,266146,81.9,325000,324500,1807496,87.9,2056000,2093500,1.8,2,101212952
06/03/1989,243246,74.8,325000,325750,1952253,92.2,2117000,2100500,1.9,2.1,101212952
06/10/1989,295499,89.1,332000,325750,1896695,89.9,2110000,2092000,1.9,2.1,101212952
06/17/1989,285589,84.8,337000,329750,1897424,89.8,2113000,2099000,1.9,2.1,101212952
06/24/1989,295338,87.5,338000,333000,1933759,89.9,2151000,2122750,1.9,2.1,101212952
07/01/1989,319577,91.6,349000,339000,1828308,85.7,2133000,2126750,1.8,2.1,101987671
07/08/1989,364594,106.9,341000,341250,2194084,99.4,2207000,2151000,2.2,2.2,101987671
07/15/1989,423847,121.6,349000,344250,2185720,98.6,2217000,2177000,2.1,2.2,101987671
07/22/1989,365026,109.8,332000,342750,2057877,95.3,2159000,2179000,2,2.1,101987671
07/29/1989,320773,95.3,337000,339750,2071615,95,2181000,2191000,2,2.1,101987671
08/05/1989,311584,92.3,338000,339000,2102030,94,2236000,2198250,2.1,2.2,101987671
08/12/1989,291429,85.5,341000,337000,2045875,92.4,2214000,2197500,2,2.2,101987671
08/19/1989,261419,80,327000,335750,1955383,89.1,2195000,2206500,1.9,2.2,101987671
08/26/1989,254488,76.6,332000,334500,1943580,89,2184000,2207250,1.9,2.1,101987671
09/02/1989,259540,78.8,329000,332250,1776843,80.8,2199000,2198000,1.7,2.2,101987671
09/09/1989,239989,71.5,336000,331000,1926837,87.3,2207000,2196250,1.9,2.2,101987671
09/16/1989,271903,81.4,334000,332750,1761440,81.2,2169000,2189750,1.7,2.1,101987671
09/23/1989,262895,78.7,334000,333250,1833067,81.5,2249000,2206000,1.8,2.2,101987671
09/30/1989,265310,76.4,347000,337750,1758194,79.2,2220000,2211250,1.7,2.2,101987671
10/07/1989,375972,92.3,407000,355500,1759529,77.2,2279000,2229250,1.7,2.2,102813675
10/14/1989,284584,82.6,345000,358250,1903455,83,2293000,2260250,1.9,2.2,102813675
10/21/1989,315473,90.8,347000,361500,1879567,81.9,2295000,2271750,1.8,2.2,102813675
10/28/1989,317538,89.6,354000,363250,1916421,84.9,2257000,2281000,1.9,2.2,102813675
11/04/1989,336759,101,333000,344750,1844888,80.9,2280000,2281250,1.8,2.2,102813675
11/11/1989,303556,90.3,336000,342500,2077694,91.5,2271000,2275750,2,2.2,102813675
11/18/1989,377814,112.5,336000,339750,1824682,79.7,2289000,2274250,1.8,2.2,102813675
11/25/1989,316458,92.6,342000,336750,2380695,103.5,2300000,2285000,2.3,2.2,102813675
12/02/1989,443684,129,344000,339500,2246457,98.9,2271000,2282750,2.2,2.2,102813675
12/09/1989,426514,126.2,338000,340000,2287594,101,2265000,2281250,2.2,2.2,102813675
12/16/1989,420795,118.5,355000,344750,2326845,101.4,2295000,2282750,2.3,2.2,102813675
12/23/1989,534261,140.2,381000,354500,2404078,104.9,2292000,2280750,2.3,2.2,102813675
12/30/1989,515926,144.3,358000,358000,2838399,123.3,2302000,2288500,2.8,2.2,102813675
01/06/1990,581679,164,355000,362250,3108000,132.4,2347000,2309000,3,2.3,103537178
01/13/1990,730995,197.9,369000,365750,2879525,122.6,2349000,2322500,2.8,2.3,103537178
01/20/1990,485424,129.6,375000,364250,3130998,130.1,2407000,2351250,3,2.3,103537178
01/27/1990,440748,127.9,345000,361000,2895197,125,2316000,2354750,2.8,2.2,103537178
02/03/1990,432922,117.7,368000,364250,2938862,124.3,2364000,2359000,2.8,2.3,103537178
02/10/1990,429764,117.2,367000,363750,2887118,124.3,2323000,2352500,2.8,2.2,103537178
